Book Name,Author Name,Rating,Total Ratings,Book Type,Price,Book Link,Author Link
"Esther & Jerry Hicks""एस्थर एंड जेरी हिक्स"": The Law of Attraction ""द लॉ ऑफ़ अट्रैक्शन"" (Paperback Book in Hindi)",Esther,4.2 out of 5 stars,949,Paperback,180.0,https://www.amazon.in/Law-Attraction-Esther/dp/9389982340/ref=zg_bs_g_1318188031_d_sccl_11/000-0000000-0000000?psc=1,NA
Aapke Avchetan Mann Ki Shakti (The Power Of Your Subconscious Mind In Hindi),Joseph Murphy,4.4 out of 5 stars,"14,186",Paperback,109.0,https://www.amazon.in/Avchetan-Shakti-Power-Subconscious-Hindi/dp/8175993669/ref=zg_bs_g_1318188031_d_sccl_12/000-0000000-0000000?psc=1,https://www.amazon.in/Joseph-Murphy/e/B001HCYPOC/ref=zg_bs_g_1318188031_d_sccl_12_bl/000-0000000-0000000
The Power of Your Subconscious Mind,Joseph Murphy,4.5 out of 5 stars,"81,704",Paperback,137.0,https://www.amazon.in/Power-Your-Subconscious-Mind-Success/dp/8172345666/ref=zg_bs_g_1318188031_d_sccl_13/000-0000000-0000000?psc=1,https://www.amazon.in/Joseph-Murphy/e/B001HCYPOC/ref=zg_bs_g_1318188031_d_sccl_13_bl/000-0000000-0000000
The Holy Quran In Urdu Translation In Roman Script With Translitration & Arabic Text By Qari Faheemuddin Ahmed & Transliterat,Allah SWT,4.8 out of 5 stars,227,Hardcover,341.0,https://www.amazon.in/Translation-Translitration-Faheemuddin-Transliteration-Mohammad/dp/B09DG8477L/ref=zg_bs_g_1318188031_d_sccl_14/000-0000000-0000000?psc=1,NA
MY HANUMAN CHALISA,DEVDUTT PATTANAIK,4.6 out of 5 stars,"1,837",Kindle Edition,208.9,https://www.amazon.in/MY-HANUMAN-CHALISA-DEVDUTT-PATTANAIK-ebook/dp/B075DZPGV5/ref=zg_bs_g_1318188031_d_sccl_15/000-0000000-0000000?psc=1,NA
Bhagvad Gita As It Is English New Edition,A. C. Bhaktivedanta Swami Prabhupad,4.8 out of 5 stars,"6,693",Hardcover,310.0,https://www.amazon.in/Bhagavad-Gita-Original-English-As/dp/B07MDTX8BR/ref=zg_bs_g_1318188031_d_sccl_16/000-0000000-0000000?psc=1,NA
You Can Heal Your Life,Louise L. Hay,4.6 out of 5 stars,"5,654",Paperback,324.0,https://www.amazon.in/You-Can-Heal-Your-Life/dp/8190565583/ref=zg_bs_g_1318188031_d_sccl_17/000-0000000-0000000?psc=1,https://www.amazon.in/Louise-L-Hay/e/B000APL6J4/ref=zg_bs_g_1318188031_d_sccl_17_bl/000-0000000-0000000
All Religions Are Not The Same,Sanjay Dixit,4.9 out of 5 stars,180,Paperback,160.0,https://www.amazon.in/All-Religions-Are-Not-Same/dp/B0CN17V8GQ/ref=zg_bs_g_1318188031_d_sccl_18/000-0000000-0000000?psc=1,https://www.amazon.in/Sanjay-Dixit/e/B07FZX12QC/ref=zg_bs_g_1318188031_d_sccl_18_bl/000-0000000-0000000
Relaxing Mandala Coloring Book For Adults,Wonder House Books,4.4 out of 5 stars,351,Paperback,109.0,https://www.amazon.in/Relaxing-Mandala-Coloring-Book-Adults/dp/9354404863/ref=zg_bs_g_1318188031_d_sccl_19/000-0000000-0000000?psc=1,NA
LIFES AMAZING SECRETS,Gaur Gopal Das,4.6 out of 5 stars,"23,220",Paperback,206.0,https://www.amazon.in/LIFES-AMAZING-SECRETS-Gaur-Gopal/dp/0143442295/ref=zg_bs_g_1318188031_d_sccl_20/000-0000000-0000000?psc=1,https://www.amazon.in/Gaur-Gopal-Das/e/B07JNGPMHX/ref=zg_bs_g_1318188031_d_sccl_20_bl/000-0000000-0000000
Manifest: 7 Steps to living your best life,Roxie Nafousi,4.6 out of 5 stars,"3,721",Hardcover,324.0,https://www.amazon.in/Manifest-Sunday-Times-bestseller-change/dp/0241539595/ref=zg_bs_g_1318188031_d_sccl_21/000-0000000-0000000?psc=1,https://www.amazon.in/Roxie-Nafousi/e/B09F6XPLN5/ref=zg_bs_g_1318188031_d_sccl_21_bl/000-0000000-0000000
The Ancient Science of Mantras,Om Swami,4.6 out of 5 stars,"2,071",Paperback,320.0,https://www.amazon.in/Ancient-Science-Mantras-Om-Swami/dp/9386348713/ref=zg_bs_g_1318188031_d_sccl_22/000-0000000-0000000?psc=1,https://www.amazon.in/Om-Swami/e/B007Q5OTZY/ref=zg_bs_g_1318188031_d_sccl_22_bl/000-0000000-0000000
The Bhagwat Gita : Symphony of the Spirit (Hindi),RR Varma,4.5 out of 5 stars,"1,931",Paperback,239.0,https://www.amazon.in/Bhagwat-Gita-Hindi-Symphony-Spirit/dp/8172345453/ref=zg_bs_g_1318188031_d_sccl_23/000-0000000-0000000?psc=1,NA
Bhagvad Gita As It Is English New Edition,His Divine Grace A.C. Bhaktivedanta Swami Prabhupada,4.7 out of 5 stars,"11,006",Hardcover,310.0,https://www.amazon.in/Bhagvad-gita-as-english-new/dp/9384564192/ref=zg_bs_g_1318188031_d_sccl_24/000-0000000-0000000?psc=1,https://www.amazon.in/His-Divine-Grace-A-C-Bhaktivedanta-Swami-Prabhupada/e/B0CHPDX5WR/ref=zg_bs_g_1318188031_d_sccl_24_bl/000-0000000-0000000
"The Original Rider Waite Tarot Pack [Cards] Waite, A.E. and Colman Smith, Pamela [Cards] Waite, A.E. and Colman Smith, Pamela",A.E. Waite,4.5 out of 5 stars,"8,537",Cards,650.0,https://www.amazon.in/Original-Rider-Waite-Tarot-Pack/dp/0712670572/ref=zg_bs_g_1318188031_d_sccl_25/000-0000000-0000000?psc=1,https://www.amazon.in/A-E-Waite/e/B08CHJWVZC/ref=zg_bs_g_1318188031_d_sccl_25_bl/000-0000000-0000000
The Monk Who Sold His Ferrari,Robin Sharma,4.5 out of 5 stars,"33,396",Paperback,185.9,https://www.amazon.in/Monk-Who-Sold-His-Ferrari/dp/817992162X/ref=zg_bs_g_1318188031_d_sccl_26/000-0000000-0000000?psc=1,https://www.amazon.in/Robin-Sharma/e/B000APEZCE/ref=zg_bs_g_1318188031_d_sccl_26_bl/000-0000000-0000000
Autobiography of a Yogi (Complete Original Edition),Paramahansa Yogananda,4.6 out of 5 stars,"10,001",Paperback,109.0,https://www.amazon.in/Autobiography-Yogi-Complete-Free-CD/dp/818953551X/ref=zg_bs_g_1318188031_d_sccl_27/000-0000000-0000000?psc=1,https://www.amazon.in/Paramahansa-Yogananda/e/B00KC1KO80/ref=zg_bs_g_1318188031_d_sccl_27_bl/000-0000000-0000000
Shrimad Bhagvad Gita - Yatharup - (Hindi Language) - [ORIGINAL - As it Is] - by ISKCON - A.C. Baktivedanta Swami Prabhupada -,A.C. Bhaktivendanta Swami Prabhupada,5.0 out of 5 stars,15,Hardcover,249.0,https://www.amazon.in/Shrimad-Bhagvad-Gita-C-Baktivedanta/dp/B0CRBFJ84P/ref=zg_bs_g_1318188031_d_sccl_28/000-0000000-0000000?psc=1,NA
Autobiography of A Yogi,Paramahansa Yogananda,4.6 out of 5 stars,"11,246",Paperback,159.0,https://www.amazon.in/Autobiography-Yogi-Paramahansa-Yogananda/dp/8172345364/ref=zg_bs_g_1318188031_d_sccl_29/000-0000000-0000000?psc=1,https://www.amazon.in/Paramahansa-Yogananda/e/B00KC1KO80/ref=zg_bs_g_1318188031_d_sccl_29_bl/000-0000000-0000000
Bhagavad Gita [Deluxe Hardbound Edition] Sacred Text for Self-Realization and Spiritual Enlightenment | Discover Ancient Wisd,Anonymous,4.7 out of 5 stars,"2,111",Hardcover,239.0,https://www.amazon.in/Hardbound-Self-Realization-Spiritual-Enlightenment-Religious/dp/9389432707/ref=zg_bs_g_1318188031_d_sccl_30/000-0000000-0000000?psc=1,https://www.amazon.in/Anonymous/e/B0CFRK2BP9/ref=zg_bs_g_1318188031_d_sccl_30_bl/000-0000000-0000000
"Shri Ram Charitmanas Gita Press Ramcharitmanas, Tulsidas Krit Ramcharitmanas, Code-81,(Hardcover, Hindi, Goswami Tulsidas)",Gita Press Gorakhpur,4.8 out of 5 stars,"1,671",Hardcover,329.5,https://www.amazon.in/Charitmanas-Ramcharitmanas-Tulsidas-Code-81-Hardcover/dp/B097JNH98W/ref=zg_bs_g_1318188031_d_sccl_1/000-0000000-0000000?psc=1,NA
The Hidden Power of Gayatri Mantra,Om Swami,4.6 out of 5 stars,"1,591",Paperback,235.0,https://www.amazon.in/Hidden-Power-Gayatri-Mantra/dp/9388423240/ref=zg_bs_g_1318188031_d_sccl_2/000-0000000-0000000?psc=1,https://www.amazon.in/Om-Swami/e/B007Q5OTZY/ref=zg_bs_g_1318188031_d_sccl_2_bl/000-0000000-0000000
Focus on What Mattes,Darius Foroux,4.4 out of 5 stars,166,Paperback,168.0,https://www.amazon.in/Focus-What-Matters-Darius-Foroux/dp/0143461842/ref=zg_bs_g_1318188031_d_sccl_3/000-0000000-0000000?psc=1,https://www.amazon.in/Darius-Foroux/e/B013IDEMMW/ref=zg_bs_g_1318188031_d_sccl_3_bl/000-0000000-0000000
"Spiritual Anatomy: Meditation, Chakras, and the Journey to the Center",Daaji Kamlesh D. Patel,4.8 out of 5 stars,135,Hardcover,324.0,https://www.amazon.in/Spiritual-Anatomy-Meditation-Chakras-Journey/dp/9356997799/ref=zg_bs_g_1318188031_d_sccl_4/000-0000000-0000000?psc=1,NA
Hanuman Chalisa - Hanuman Chalisa Pocket Size Book (Hindi & English) - Gods of India,Goswami Tulsidas,4.8 out of 5 stars,83,Hardcover,140.0,https://www.amazon.in/Hanuman-Chalisa-Pocket-Hindi-English/dp/9353768950/ref=zg_bs_g_1318188031_d_sccl_5/000-0000000-0000000?psc=1,https://www.amazon.in/Goswami-Tulsidas/e/B00IZST6R2/ref=zg_bs_g_1318188031_d_sccl_5_bl/000-0000000-0000000
"Heal Your Gut, Mind and Emotions",Dimple Jangda,4.5 out of 5 stars,102,Paperback,298.0,https://www.amazon.in/Heal-Your-Gut-Mind-Emotions/dp/0143463322/ref=zg_bs_g_1318188031_d_sccl_6/000-0000000-0000000?psc=1,https://www.amazon.in/Dimple-Jangda/e/B0CL5PNZS9/ref=zg_bs_g_1318188031_d_sccl_6_bl/000-0000000-0000000
Rahasya (Hindi),Rhonda Byrne,4.5 out of 5 stars,"8,254",Paperback,319.0,https://www.amazon.in/Rahasya-Rhonda-Byrne/dp/8183220940/ref=zg_bs_g_1318188031_d_sccl_7/000-0000000-0000000?psc=1,https://www.amazon.in/Rhonda-Byrne/e/B001ILM8OQ/ref=zg_bs_g_1318188031_d_sccl_7_bl/000-0000000-0000000
Meditations,Marcus Aurelius,4.4 out of 5 stars,"6,884",Paperback,164.0,https://www.amazon.in/Meditations-Penguin-Classics-Marcus-Aurelius/dp/0140449337/ref=zg_bs_g_1318188031_d_sccl_8/000-0000000-0000000?psc=1,NA
"One Day, Life Will Change: A story of love and inspiration to win life when it hits you hard . . .",Saranya Umakanthan,4.4 out of 5 stars,"2,702",Paperback,137.0,https://www.amazon.in/One-Day-Life-Will-Change/dp/9389717841/ref=zg_bs_g_1318188031_d_sccl_9/000-0000000-0000000?psc=1,https://www.amazon.in/Saranya-Umakanthan/e/B0196T782S/ref=zg_bs_g_1318188031_d_sccl_9_bl/000-0000000-0000000
Practical Vedanta (Swami Vivekananda Motivational & Inspirational Book) - Embracing Practical Wisdom: Swami Vivekananda's Tea,Swami Vivekananda,4.7 out of 5 stars,220,Kindle Edition,53.1,https://www.amazon.in/Practical-Vedanta-Vivekananda-Motivational-Inspirational-ebook/dp/B085DXCKZS/ref=zg_bs_g_1318188031_d_sccl_10/000-0000000-0000000?psc=1,https://www.amazon.in/Swami-Vivekananda/e/B00LA1TCPW/ref=zg_bs_g_1318188031_d_sccl_10_bl/000-0000000-0000000
"The Power of One Thought: Master Your Mind, Master Your Life",BK Shivani,4.8 out of 5 stars,573,Paperback,203.0,https://www.amazon.in/Power-One-Thought-Master-Your/dp/9356993335/ref=zg_bs_g_1318188031_d_sccl_11/000-0000000-0000000?psc=1,NA
Make You Bed,William H. McRaven,4.5 out of 5 stars,"20,744",Hardcover,198.0,https://www.amazon.in/Make-Your-Bed-William-McRaven/dp/0718188861/ref=zg_bs_g_1318188031_d_sccl_12/000-0000000-0000000?psc=1,https://www.amazon.in/William-H-McRaven/e/B000APSSE0/ref=zg_bs_g_1318188031_d_sccl_12_bl/000-0000000-0000000
Inner Engineering: A Yogi’s Guide to Joy - English [Paperback] Sadhguru,Sadhguru,4.6 out of 5 stars,"21,316",Paperback,196.0,https://www.amazon.in/Inner-Engineering-Yogis-Guide-Joy/dp/0143428845/ref=zg_bs_g_1318188031_d_sccl_13/000-0000000-0000000?psc=1,https://www.amazon.in/Sadhguru/e/B009TJA8KK/ref=zg_bs_g_1318188031_d_sccl_13_bl/000-0000000-0000000
Sunderkand (Hindi),Goswami Tulsidas,4.7 out of 5 stars,"4,243",Paperback,99.0,https://www.amazon.in/Sunderkand-Hindi-Goswami-Tulsidas/dp/9389053056/ref=zg_bs_g_1318188031_d_sccl_14/000-0000000-0000000?psc=1,https://www.amazon.in/Goswami-Tulsidas/e/B00IZST6R2/ref=zg_bs_g_1318188031_d_sccl_14_bl/000-0000000-0000000
The Hidden Hindu (Hindi Translation of The Hidden Hindu) Paperback,Akshat Gupta,4.4 out of 5 stars,"2,057",Paperback,170.0,https://www.amazon.in/Hidden-Hindu-Hindi-Translation/dp/9355213794/ref=zg_bs_g_1318188031_d_sccl_15/000-0000000-0000000?psc=1,https://www.amazon.in/Akshat-Gupta/e/B08KY7Y2YC/ref=zg_bs_g_1318188031_d_sccl_15_bl/000-0000000-0000000
Stop Overthinking,Nick Trenton,4.4 out of 5 stars,"9,442",Paperback,163.0,https://www.amazon.in/Stop-Overthinking-Nick-Trenton/dp/014345921X/ref=zg_bs_g_1318188031_d_sccl_16/000-0000000-0000000?psc=1,https://www.amazon.in/Nick-Trenton/e/B08BL5WJZ4/ref=zg_bs_g_1318188031_d_sccl_16_bl/000-0000000-0000000
Scientific Healing Affirmations,Sri Paramahansa Yoganandaji,4.5 out of 5 stars,"1,198",Hardcover,166.0,https://www.amazon.in/Scientific-Healing-Affirmations-Paramahansa-Yoganandaji/dp/9392126115/ref=zg_bs_g_1318188031_d_sccl_17/000-0000000-0000000?psc=1,NA
The Things You Can See Only When You Slo,Haemin Sunim,4.6 out of 5 stars,"5,195",Paperback,425.0,https://www.amazon.in/Things-Only-When-Slow-Down/dp/0241340667/ref=zg_bs_g_1318188031_d_sccl_18/000-0000000-0000000?psc=1,https://www.amazon.in/Haemin-Sunim/e/B01N6TWAXM/ref=zg_bs_g_1318188031_d_sccl_18_bl/000-0000000-0000000
"Why I am an Atheist and Other Works | Letters & Jail Diary of Bhagat Singh on Revolution, Religion & Politics",Bhagat Singh,4.6 out of 5 stars,"6,698",Paperback,96.0,https://www.amazon.in/Atheist-Other-Works-Bhagat-Singh/dp/9387022811/ref=zg_bs_g_1318188031_d_sccl_19/000-0000000-0000000?psc=1,https://www.amazon.in/Bhagat-Singh/e/B001JOCYDC/ref=zg_bs_g_1318188031_d_sccl_19_bl/000-0000000-0000000
Life's Amazing Secrets: How to Find Balance and Purpose in Your Life,Gaur Gopal Das,4.6 out of 5 stars,"23,220",Audible Audiobook,"1,005.0",https://www.amazon.in/Lifes-Amazing-Secrets-Balance-Purpose/dp/B081S9DW6K/ref=zg_bs_g_1318188031_d_sccl_20/000-0000000-0000000?psc=1,NA
