Book Name,Author Name,Rating,Total Ratings,Book Type,Price,Book Link,Author Link
Pharmacological Classification of Drugs with Doses and Preparations,KD Tripathi,4.3 out of 5 stars,474,Paperback,300.0,https://www.amazon.in/Pharmacological-Classification-Drugs-TRIPATHI-sixth/dp/9786222695/ref=zg_bs_g_4149549031_d_sccl_17/000-0000000-0000000?psc=1,https://www.amazon.in/KD-Tripathi/e/B00HXWE4NM/ref=zg_bs_g_4149549031_d_sccl_17_bl/000-0000000-0000000
Scientific Healing Affirmations,Sri Sri Paramahansa Yogananda,4.5 out of 5 stars,"1,198",Paperback,35.0,https://www.amazon.in/Scientific-Healing-Affirmations-Paramahansa-Yogananda/dp/B007I0JHOK/ref=zg_bs_g_4149549031_d_sccl_18/000-0000000-0000000?psc=1,NA
Lifespan : Why We Age – and Why We Don’t Have To: Why We Age – and Why We Don’t Have To,David A. Sinclair,4.5 out of 5 stars,"10,565",Paperback,325.0,https://www.amazon.in/Lifespan-Why-Age-Dont-Have/dp/0008380325/ref=zg_bs_g_4149549031_d_sccl_19/000-0000000-0000000?psc=1,NA
Essentials of Medical Pharmacology,KD Tripathi,3.6 out of 5 stars,21,Hardcover,"1,150.0",https://www.amazon.in/Essentials-Medical-Pharmacology-KD-Tripathi/dp/9356964327/ref=zg_bs_g_4149549031_d_sccl_20/000-0000000-0000000?psc=1,https://www.amazon.in/KD-Tripathi/e/B00HXWE4NM/ref=zg_bs_g_4149549031_d_sccl_20_bl/000-0000000-0000000
"Diseases of Ear, Nose & Throat and Head & Neck Surgery, 8e & Manual of Clinical Cases in Ear, Nose and Throat, 2e",Dhingra,4.5 out of 5 stars,186,Paperback,"1,293.0",https://www.amazon.in/Diseases-Throat-Surgery-Manual-Clinical/dp/8131263835/ref=zg_bs_g_4149549031_d_sccl_21/000-0000000-0000000?psc=1,NA
Dental Pulse 17th/2024 (4 vols),K. Satheesh kumar Reddy,NA,NA,Perfect Paperback,"4,999.0",https://www.amazon.in/Dental-Pulse-17th-2024-vols/dp/8194699088/ref=zg_bs_g_4149549031_d_sccl_22/000-0000000-0000000?psc=1,NA
Synoptic Memorizer of Materia Medica – (Revised & Enlarged Edition with Comparative Materia Medica),DR. Subrata K. Banerjea,5.0 out of 5 stars,1,Paperback,695.0,https://www.amazon.in/Synoptic-Memorizer-Materia-Medica-Comparative/dp/8131932443/ref=zg_bs_g_4149549031_d_sccl_23/000-0000000-0000000?psc=1,NA
Attitude: The Shit They Neve Taught You,Adam Ashton and Adam Jones,4.4 out of 5 stars,40,Paperback,137.0,https://www.amazon.in/Attitude-Shit-They-Neve-Taught/dp/0143463845/ref=zg_bs_g_4149549031_d_sccl_24/000-0000000-0000000?psc=1,NA
Textbook of Pathology (Free Pathology Quick Review): With Free Pathology Quick Review,Harsh Mohan,4.1 out of 5 stars,4,Hardcover,"2,240.0",https://www.amazon.in/Textbook-Pathology-Free-Quick-Review/dp/9356963347/ref=zg_bs_g_4149549031_d_sccl_25/000-0000000-0000000?psc=1,https://www.amazon.in/Harsh-Mohan/e/B0077CZL4E/ref=zg_bs_g_4149549031_d_sccl_25_bl/000-0000000-0000000
DRUG DOSAGES IN CHILDREN 10ED (PB 2024),SINGH M,4.4 out of 5 stars,"1,479",Paperback,311.0,https://www.amazon.in/DRUG-DOSAGES-CHILDREN-10ED-2020/dp/B07SC2V1W8/ref=zg_bs_g_4149549031_d_sccl_26/000-0000000-0000000?psc=1,NA
"Pharmacology for Medical Graduates, 5e",Shanbhag,4.4 out of 5 stars,132,Paperback,889.0,https://www.amazon.in/Pharmacology-Undergraduate-Students-5e-Shanbhag/dp/8131264955/ref=zg_bs_g_4149549031_d_sccl_27/000-0000000-0000000?psc=1,NA
"AIIMS Protocols in Neonatology Core Protocols 3ed, 2 Vol Set. - 2024",Ramesh Agarwal,4.5 out of 5 stars,14,Paperback,"1,370.0",https://www.amazon.in/AIIMS-Protocols-Neonatology-Core-Set/dp/9354669212/ref=zg_bs_g_4149549031_d_sccl_28/000-0000000-0000000?psc=1,NA
Exam Preparatory Manual for Undergraduates Medicine,Archith Boloor,4.4 out of 5 stars,36,Paperback,"1,580.0",https://www.amazon.in/Exam-Preparatory-Manual-Undergraduates-Medicine/dp/9356963258/ref=zg_bs_g_4149549031_d_sccl_29/000-0000000-0000000?psc=1,https://www.amazon.in/Archith-Boloor/e/B08H5MHHVN/ref=zg_bs_g_4149549031_d_sccl_29_bl/000-0000000-0000000
An Insider’s Guide to Clinical Medicine,Anudeep Padakanti,4.6 out of 5 stars,195,Paperback,960.0,https://www.amazon.in/Insiders-Guide-Clinical-Medicine/dp/9354654452/ref=zg_bs_g_4149549031_d_sccl_30/000-0000000-0000000?psc=1,NA
Exam Preparatory Manual for Undergraduates: Pathology,Ramadas Nayak,4.5 out of 5 stars,724,Paperback,"1,655.0",https://www.amazon.in/Exam-Preparatory-Manual-Undergraduates-Pathology/dp/9389776406/ref=zg_bs_g_4149549031_d_sccl_1/000-0000000-0000000?psc=1,https://www.amazon.in/Ramadas-Nayak/e/B007IVJUGE/ref=zg_bs_g_4149549031_d_sccl_1_bl/000-0000000-0000000
The Icd-10 Classification Of Mental & Behavioural Disorders:Clinical Descriptions And Diagnostic Guidelines,W.H.O,4.5 out of 5 stars,880,Paperback,270.0,https://www.amazon.in/Icd-10-Classification-Mental-Behavioural-Disorders/dp/8174731555/ref=zg_bs_g_4149549031_d_sccl_2/000-0000000-0000000?psc=1,NA
"Textbook of Clinical Neuroanatomy, 4e",Singh,4.6 out of 5 stars,633,Paperback,657.0,https://www.amazon.in/Textbook-Clinical-Neuroanatomy-4e-Singh/dp/8131261352/ref=zg_bs_g_4149549031_d_sccl_3/000-0000000-0000000?psc=1,NA
Psychology 5th Edition,Baron/Misra,4.5 out of 5 stars,"2,301",Paperback,590.0,https://www.amazon.in/Psychology-Adaptation-Colour-Baron-Misra/dp/933255854X/ref=zg_bs_g_4149549031_d_sccl_4/000-0000000-0000000?psc=1,NA
Essentials of Medical Microbiology,Apurba S Sastry,4.3 out of 5 stars,160,Paperback,"1,298.0",https://www.amazon.in/Essentials-Medical-Microbiology-APURBA-SASTRY/dp/9356963320/ref=zg_bs_g_4149549031_d_sccl_5/000-0000000-0000000?psc=1,https://www.amazon.in/Apurba-S-Sastry/e/B00OCGES7O/ref=zg_bs_g_4149549031_d_sccl_5_bl/000-0000000-0000000
Glucose Revolution: The Life-Changing Power of Balancing Your Blood Sugar,Jessie Inchauspe,4.7 out of 5 stars,"6,784",Paperback,699.0,https://www.amazon.in/Glucose-Revolution-Life-Changing-Power-Balancing/dp/178072523X/ref=zg_bs_g_4149549031_d_sccl_6/000-0000000-0000000?psc=1,https://www.amazon.in/Jessie-Inchauspe/e/B093K86K1Z/ref=zg_bs_g_4149549031_d_sccl_6_bl/000-0000000-0000000
Outlive: The Science and Art of Longevity,Bill Gifford,4.6 out of 5 stars,"11,625",Hardcover,499.0,https://www.amazon.in/Outlive-Longevity-Peter-Attia-MD/dp/0593236599/ref=zg_bs_g_4149549031_d_sccl_7/000-0000000-0000000?psc=1,https://www.amazon.in/Bill-Gifford/e/B00NB4VX76/ref=zg_bs_g_4149549031_d_sccl_7_bl/000-0000000-0000000
Manual of Practical Medicine,R Alagappan,4.5 out of 5 stars,43,Paperback,"1,436.0",https://www.amazon.in/Manual-Practical-Medicine-R-Alagappan/dp/9354656420/ref=zg_bs_g_4149549031_d_sccl_8/000-0000000-0000000?psc=1,NA
"Hutchison's Clinical Methods: An Integrated Approach to Clinical Practice, International Edition, 25e",Glynn,4.6 out of 5 stars,147,Paperback,"1,599.9",https://www.amazon.in/Hutchisons-Clinical-Methods-Integrated-International/dp/070208266X/ref=zg_bs_g_4149549031_d_sccl_9/000-0000000-0000000?psc=1,NA
Must Know Medicine - The Ultimate OPD Companion,Abhinav Aggarwal,4.0 out of 5 stars,239,Paperback,200.0,https://www.amazon.in/Must-Know-Medicine-Ultimate-Companion/dp/9392512007/ref=zg_bs_g_4149549031_d_sccl_10/000-0000000-0000000?psc=1,NA
Essential Orthopaedics,Maheshwari,4.5 out of 5 stars,202,Paperback,784.0,https://www.amazon.in/ESSENTIAL-ORTHOPAEDICS-Maheshwari/dp/9354653766/ref=zg_bs_g_4149549031_d_sccl_11/000-0000000-0000000?psc=1,NA
Boericke's New Manual of Homeopathic Materia Medica with Repertory:Third Revised & Augmented Edition Based on Ninth Edition: ,Garth W. Boericke,4.5 out of 5 stars,"1,572",Hardcover,627.0,https://www.amazon.in/Boerickes-Manual-Homeopathic-Materia-Repertory/dp/813190184X/ref=zg_bs_g_4149549031_d_sccl_12/000-0000000-0000000?psc=1,NA
"Clinical Paediatrics, 5/e",Aruchamy Lakshmanaswamy,4.5 out of 5 stars,194,Paperback,"1,000.0",https://www.amazon.in/Clinical-Paediatrics-5-Aruchamy-Lakshmanaswamy/dp/9390612454/ref=zg_bs_g_4149549031_d_sccl_13/000-0000000-0000000?psc=1,NA
"A Compendium of MCQs for Departmental Promotion Examinations (Section Supervisor), EPFO",Pooja D Sharma,5.0 out of 5 stars,2,Paperback,849.0,https://www.amazon.in/Compendium-Departmental-Promotion-Examinations-Supervisor/dp/B0CVQFC9TS/ref=zg_bs_g_4149549031_d_sccl_14/000-0000000-0000000?psc=1,NA
Bailey & Love's : Short Practice of Surgery (International Student's Edition - 28th) (Set of 2 Books),P. Ronan O'Connell,4.5 out of 5 stars,304,Paperback,"4,201.0",https://www.amazon.in/Bailey-Loves-Short-Practice-Surgery/dp/1032301511/ref=zg_bs_g_4149549031_d_sccl_15/000-0000000-0000000?psc=1,NA
What Doctors Don't Get To Study In Medical School,B.M. Hegde,4.5 out of 5 stars,"1,902",Board book,439.0,https://www.amazon.in/What-Doctors-Study-Medical-School/dp/8181914198/ref=zg_bs_g_4149549031_d_sccl_16/000-0000000-0000000?psc=1,https://www.amazon.in/B-M-Hegde/e/B00J7G07RO/ref=zg_bs_g_4149549031_d_sccl_16_bl/000-0000000-0000000
"Davidson's Principles and Practice of Medicine, International Edition, 24e",Ian Penman,4.5 out of 5 stars,311,Paperback,"2,429.0",https://www.amazon.in/Davidsons-Principles-Practice-Medicine-International/dp/0702083488/ref=zg_bs_g_4149549031_d_sccl_17/000-0000000-0000000?psc=1,NA
"Diagnostic and Statistical Manual of Mental Disorders, Fifth Edition, Text Revision (DSM-5-TR (TM))",American Psychiatric Association,4.7 out of 5 stars,"2,398",Hardcover,"1,270.0",https://www.amazon.in/Diagnostic-Statistical-Disorders-Revision-DSM-5-TRTM/dp/0890425752/ref=zg_bs_g_4149549031_d_sccl_18/000-0000000-0000000?psc=1,https://www.amazon.in/American-Psychiatric-Association/e/B00LZF2ELC/ref=zg_bs_g_4149549031_d_sccl_18_bl/000-0000000-0000000
Saunders Comprehensive Review for the NCLEX-RN (R) Examination (Saunders Comprehensive Review For NCLEX-RN),"CNE Silvestri, Angela E., PhD, APRN, FNP-BC",4.2 out of 5 stars,"2,233",Paperback,"1,200.0",https://www.amazon.in/Saunders-Comprehensive-NCLEX-RN%C2%AE-Examination-NCLEX-RN/dp/0323795307/ref=zg_bs_g_4149549031_d_sccl_19/000-0000000-0000000?psc=1,NA
BD Chaurasia’s Handbook of General Anatomy 7/e,Krishna Garg,4.5 out of 5 stars,89,Paperback,360.0,https://www.amazon.in/BD-Chaurasias-Handbook-General-Anatomy/dp/9354665691/ref=zg_bs_g_4149549031_d_sccl_20/000-0000000-0000000?psc=1,NA
